lf,f_score,gmean,recall,precision,acc,auc,mcc
0.1,0.9326303456356181,0.9651187486261277,0.9342723004694836,0.9309941520467836,0.994366059180874,0.9955193241932851,0.9296920206714999
0.2,0.9379042690815007,0.9770333685452675,0.9577278731836195,0.9188846641318125,0.9952748929467933,0.9975300737763154,0.9356659867207042
0.3,0.9284132841328412,0.9731609212696467,0.9501510574018127,0.9076479076479076,0.9952032439916922,0.9975733122656139,0.9261926251535374
0.4,0.9216354344122658,0.9743200937099966,0.9524647887323944,0.8927392739273927,0.995429252782194,0.9965343183847462,0.919795270376636
0.5,0.9207622868605817,0.9824387973435005,0.9683544303797469,0.8776290630975143,0.9960567036038734,0.9969331624860863,0.9199143715414292
0.6,0.8975000000000001,0.975507238609603,0.9547872340425532,0.8466981132075472,0.9958868378812199,0.9952555965278684,0.8970919175704261
0.7,0.8805237315875615,0.9768878867648706,0.9572953736654805,0.8151515151515152,0.9963207499621994,0.9985417621844276,0.8815961549671382
0.8,0.8484848484848485,0.9850261751494073,0.9732620320855615,0.7520661157024794,0.9967083607636603,0.9983902540380345,0.854050197994081
0.9,0.7542372881355932,0.9875332475918042,0.978021978021978,0.6137931034482759,0.9970484962597324,0.999188184004135,0.773592837815759
