label_frequency,PUMD,PU_biased,PU_empirical,mix_supervised,unsupervised,pure_supervised
0.1,0.9309941520467836,0.9301143583227446,0.8964732650739476,0.8734042553191489,0.48735408560311283,0.8619246861924686
0.2,0.9188846641318125,0.9190283400809717,0.8798498122653317,0.8398169336384439,0.6404109589041096,0.8105726872246696
0.3,0.9076479076479076,0.9101796407185628,0.8746518105849582,0.833981841763943,0.3964620187304891,0.82798459563543
0.4,0.8927392739273927,0.8926174496644296,0.8555555555555555,0.8374233128834356,0.46200607902735563,0.837386018237082
0.5,0.8776290630975143,0.867704280155642,0.8354898336414048,0.7662771285475793,0.5513698630136986,0.77
0.6,0.8466981132075472,0.8290398126463701,0.8054298642533937,0.7383367139959433,0.5339366515837104,0.7294589178356713
0.7,0.8151515151515152,0.7819767441860465,0.7605633802816901,0.6327944572748267,0.48325358851674644,0.6448598130841121
0.8,0.7520661157024794,0.7003891050583657,0.6792452830188679,0.6138613861386139,0.43137254901960786,0.6335616438356164
0.9,0.6137931034482759,0.536144578313253,0.5235294117647059,0.4166666666666667,0.27586206896551724,0.4212962962962963
